,subscribe
43661,0
40030,0
27932,0
14445,0
36287,1
12273,0
77,0
8786,0
14489,0
6892,0
13873,0
36939,0
43857,0
898,0
433,0
973,0
43416,1
36286,0
16546,0
11356,0
41468,1
39371,1
43131,1
23705,0
9346,0
26511,0
10126,0
41307,1
13655,0
29584,0
37891,0
22499,0
40031,1
4894,0
25428,0
9462,0
42597,0
8791,0
22985,0
35891,0
44993,0
29827,0
40402,1
33262,1
9563,0
43601,0
33997,0
35543,0
2304,0
26114,0
3106,0
30673,0
12176,0
10849,0
43819,1
15303,0
7659,1
44099,1
14809,0
3266,0
13622,0
40175,1
15493,0
17976,0
24750,0
18534,0
26545,0
23926,0
12955,0
26020,0
17953,0
28631,0
45104,0
98,0
44251,0
38626,0
19714,0
28878,0
38785,0
3517,0
16267,0
3717,0
33670,0
4475,0
30461,0
35459,0
33873,1
38183,0
25207,0
13478,0
20244,0
555,0
21267,0
38953,0
2536,0
17750,0
24648,0
9908,0
5671,0
31901,0
5686,0
9023,0
3831,0
38506,0
17089,0
15062,0
28375,0
38738,0
7786,0
32421,0
32880,0
13788,0
14476,0
42746,0
5155,0
28857,0
41195,0
11484,0
13190,0
36620,0
34751,0
43954,1
28660,0
1454,0
8676,0
19663,0
25648,0
15971,0
26879,0
10028,0
35141,0
610,0
4897,1
20947,0
8174,0
41484,1
42051,1
5093,0
39066,0
21055,0
23094,0
17445,0
32193,0
43904,1
31389,0
715,0
18932,0
41293,1
36949,0
18148,0
32649,0
24697,0
16635,0
41624,0
39610,0
1802,0
14530,0
284,0
2133,0
6976,0
11060,0
8939,0
24277,0
9769,0
42532,1
19829,0
17700,0
9445,0
7194,0
28267,0
6087,0
18717,0
29333,0
17515,0
34737,0
40069,0
17398,0
32023,1
19177,0
6375,0
45203,1
10086,0
22247,0
34062,1
24009,0
7576,0
39561,0
11556,0
35746,1
6286,0
18489,0
575,0
23710,0
3138,0
40745,0
28035,0
42783,1
22049,0
35923,0
31302,0
25153,0
3712,1
14080,0
5982,0
33250,0
481,0
19490,0
11012,0
28637,0
15085,0
23210,1
36985,1
11056,0
20808,0
14549,0
28550,0
3616,0
15986,0
28372,0
22006,0
38818,0
16028,0
34304,0
6108,0
37345,0
36086,0
15132,0
4840,0
20770,0
2442,0
39619,0
35519,0
18382,1
31809,0
7509,0
16065,0
27037,0
12783,0
44659,0
19690,1
1753,0
11843,0
29241,0
3101,0
14283,0
15279,0
7637,1
26193,1
40713,0
10052,0
31232,1
21411,0
6223,0
32314,0
32344,0
39269,0
19135,0
21995,0
19112,1
30208,0
7616,0
11343,0
15174,0
42078,1
20444,0
21324,0
4820,0
15140,0
14648,1
25904,0
40905,0
13689,0
34723,0
35334,0
20656,0
44711,0
178,0
5871,0
2937,0
11695,0
31346,0
28868,0
43932,0
9354,0
23064,0
15829,0
23717,0
36314,0
3797,0
22409,1
26339,0
2424,0
23536,0
30052,0
11137,0
38404,0
37520,0
28903,1
42332,1
11650,0
45105,0
35434,0
8334,0
8399,0
2300,0
41448,0
2942,0
1089,0
33768,1
16425,0
17770,0
20341,0
30134,0
43801,1
25334,0
44206,0
28862,0
10331,0
5420,0
8541,0
31176,0
16443,0
18413,0
24604,0
23908,0
15294,0
27714,0
39044,0
37117,1
22957,0
22512,0
38124,0
5096,0
24507,0
32902,0
30833,0
16731,0
26976,0
7165,0
42033,1
2677,0
5483,1
4406,0
32170,0
14110,0
35395,0
41670,0
35348,0
37225,0
34777,0
19076,0
37254,0
22314,0
19051,0
25124,0
3324,1
35430,0
33097,0
7947,0
24400,0
3469,0
38204,0
21798,0
4797,0
30396,0
34630,0
27013,0
27410,0
38669,0
5180,0
40957,0
6999,0
15306,0
41025,0
35993,0
6378,0
34934,0
35090,0
30738,0
11138,0
11284,1
28672,0
33397,0
5463,0
13402,0
41197,0
15133,0
3391,0
33547,0
41671,0
27425,0
25830,0
33157,0
34509,0
19369,1
2761,0
8200,0
14921,0
504,0
24493,0
16745,0
7999,0
9777,0
18639,0
36682,0
21320,0
17809,0
15945,0
12069,0
33903,0
44530,1
12719,0
34438,0
1131,0
27930,0
24734,0
22373,0
13898,0
33656,0
42737,1
23060,0
17133,0
36121,0
14936,0
41931,1
26630,0
41401,0
33918,1
17794,1
26337,0
34709,0
11446,0
30913,0
21883,0
6461,0
6985,0
40663,0
12649,0
42410,1
1778,0
11073,0
14142,0
16693,0
29342,0
38087,0
12982,0
5281,0
411,0
16588,0
26991,0
17711,0
2198,0
15387,0
15410,0
35917,0
39342,0
25555,1
27581,0
19749,0
35564,0
11235,0
39882,0
42159,0
41643,1
19482,0
23810,0
32829,0
232,0
38566,0
30258,0
36172,0
38307,0
7912,0
39681,0
6333,0
30971,0
29669,0
7973,0
22078,0
29119,0
24475,0
19087,0
12590,0
11148,0
10604,0
17784,0
20398,0
44353,0
35268,1
5364,0
7370,0
26758,0
9654,0
8875,0
42191,1
45145,0
12418,0
4923,0
4357,0
24649,0
31730,0
22051,0
41557,1
22887,0
16194,0
31854,0
14837,0
30839,0
15894,0
42094,0
18511,0
3343,0
41699,0
16007,0
13912,0
11248,0
40951,0
32599,0
13210,0
5138,0
36021,0
17746,0
27478,0
41638,1
29666,0
31789,1
6906,0
13952,0
8906,0
13014,0
20540,0
12916,0
32540,0
35537,0
9229,0
32468,0
11182,0
22355,0
23871,0
38543,0
11746,0
28905,0
24077,1
4158,0
22119,0
17101,0
44083,0
34902,0
4237,0
14238,0
36580,0
14539,0
41888,0
30105,1
17755,0
4107,0
10845,0
18074,0
18803,0
5326,0
24809,0
43223,1
1181,0
26295,0
42037,0
38330,0
34053,0
1756,0
41212,0
23357,0
33769,0
19747,0
36313,0
41455,1
29935,0
15745,0
42323,1
17394,0
7670,0
39946,0
23527,0
5211,0
27353,0
24730,0
23747,0
9069,1
31673,0
37646,0
37274,0
30848,0
15769,0
32871,0
44681,0
41692,0
7963,0
1092,0
25019,0
22330,0
25597,0
25209,0
31950,0
17734,0
19769,0
32995,0
39291,0
17923,0
40606,0
15057,0
38636,0
41865,1
34721,0
11810,0
2603,0
43442,1
20194,0
5906,0
38689,0
9291,0
13701,1
39308,0
42885,0
19520,0
42576,1
5461,0
3218,0
35044,0
16628,0
16718,0
17530,0
45138,0
27336,0
21919,0
15579,0
8452,0
43141,0
20700,0
31292,1
34377,0
33295,0
18907,0
10017,0
4161,0
35707,0
40838,0
41911,1
44642,1
32310,0
5831,0
36103,0
27955,0
9655,0
6942,0
22869,0
18315,0
23895,0
10390,0
44493,1
21677,0
1578,0
2593,0
29872,0
15521,0
23441,0
37494,0
6063,0
32556,0
3978,0
35244,0
42949,0
36693,0
31736,0
11410,0
35082,0
27230,0
8847,0
11062,0
16633,0
7692,0
3357,0
39451,0
33401,1
23849,0
33521,0
22577,0
42871,1
34008,0
37770,0
16259,0
39852,1
19509,0
34620,0
36041,0
21201,0
44173,1
8137,0
7848,0
3023,0
25940,0
22371,0
1649,0
32181,0
14336,0
23066,0
32780,0
18761,0
29489,0
6764,0
10506,0
36655,0
12243,0
20167,0
6843,0
22685,0
20464,0
42927,1
34581,0
35453,0
19221,1
14844,0
42610,0
6672,0
40065,1
8485,0
27335,0
11853,0
25298,0
312,0
39272,0
31391,0
30021,0
322,0
8147,0
12848,0
18577,0
25359,0
11274,0
17486,0
38512,0
20129,0
4686,0
6735,0
44259,0
16986,0
25368,0
222,0
22865,0
17924,0
9687,0
19887,0
19927,0
10432,0
33199,0
31465,0
41925,1
33006,0
40001,0
2432,0
2591,0
5918,0
19091,0
40234,0
39079,1
37537,0
32766,0
14348,0
40902,1
27151,0
8567,0
41908,0
35992,0
37532,0
16567,0
423,0
22761,0
10584,0
20797,0
6102,0
32494,0
14060,0
9204,0
40605,0
11173,0
38484,0
37857,0
3785,0
7696,0
7226,0
30386,0
39177,0
3666,0
35305,0
39213,0
10242,0
3775,0
11287,1
13705,0
42850,1
36657,0
36026,0
29795,0
31011,0
40286,0
6016,0
11997,0
2845,1
40396,1
12790,0
11323,0
632,0
27030,0
33328,0
26394,0
34275,0
22600,0
22141,0
29481,0
37581,0
20613,0
24678,0
43271,0
39524,1
32489,0
44802,1
6318,0
42143,0
21354,0
38138,0
16692,1
44266,1
20970,0
14626,0
8579,0
3491,0
4136,1
22501,0
24668,0
2571,0
22607,0
34266,0
15320,0
22267,1
13259,0
16182,0
31280,1
11072,0
33842,0
35763,0
5105,0
14891,0
11617,1
13161,0
11703,0
3668,0
15048,0
42586,0
21409,0
39947,1
27736,0
34614,0
36342,0
40146,1
33219,0
10404,0
18107,0
25859,0
22495,0
41852,0
27532,1
43526,1
43013,1
33722,1
18720,0
26996,0
44323,1
24999,0
7632,1
32660,0
16056,0
4297,0
9471,0
5635,0
35527,0
26561,0
19989,0
13948,0
11861,0
17188,0
140,0
12651,0
25197,0
20327,0
24862,0
14986,0
15718,0
17272,0
43986,0
13922,0
2891,0
43666,0
23298,0
33587,0
28000,0
7001,0
1448,0
18255,0
19156,0
8647,0
25838,0
18877,0
37612,0
37952,0
14280,0
8428,0
19459,0
7807,0
7577,0
17113,0
35400,0
12068,0
14177,0
17054,0
13600,0
38385,0
10707,0
18469,0
37328,1
21315,0
18772,0
8563,0
11724,0
1285,0
3842,0
32851,0
16399,0
40812,1
12910,0
7312,0
20309,0
3035,0
30024,0
5728,0
1275,0
30556,0
6725,0
24542,0
1253,0
32055,1
11656,0
42952,1
2056,0
9534,0
8641,0
33947,0
44599,0
33943,1
15773,0
76,0
21599,0
27763,1
15419,0
12116,0
7861,0
28821,0
27779,0
2068,0
28462,0
22934,0
25196,0
41785,0
29238,0
26015,1
774,0
11606,0
44805,0
20031,0
36659,0
25978,0
2995,0
27298,0
19610,0
12485,0
35404,0
1652,0
40459,1
7636,0
33174,0
28774,0
17874,0
9341,0
14925,0
41013,0
9666,0
25380,0
51,0
22326,0
31164,0
17051,0
35764,0
2203,0
14502,0
32517,0
30557,0
5219,0
3816,0
11115,1
6343,0
31336,0
36002,0
43236,0
32596,0
23025,0
32721,0
36565,0
34145,1
23762,0
5152,0
16023,1
30160,0
43071,1
1282,0
8130,0
5952,0
24176,1
32124,0
13439,1
35261,0
37658,0
42965,1
33837,0
19540,0
4041,0
4565,0
32076,1
23548,0
20994,0
28013,0
23179,0
30901,0
19623,0
34603,0
27140,0
21757,1
14701,0
7310,0
29671,0
10761,0
25091,0
26060,0
31237,1
23326,0
18525,0
23919,0
31570,0
5356,0
34947,0
25618,0
42133,1
12621,0
44592,0
12149,0
35729,0
31192,1
4304,0
299,0
39491,0
14738,0
18966,0
34157,1
30989,0
12781,0
32316,0
30179,0
35981,0
36197,0
12574,0
14325,0
9436,0
30629,0
24486,0
13072,0
36491,0
25833,0
10493,0
27580,0
29319,0
15748,1
9340,1
35497,0
13632,0
36908,0
24158,1
30819,0
37499,0
20316,1
23054,0
4043,0
4792,0
6178,0
12124,0
21638,0
29052,0
14123,0
39313,0
34580,0
36419,1
30344,0
32962,0
18160,0
12546,0
41858,1
26733,0
25552,0
12063,0
29803,0
13351,0
42036,1
11711,1
23671,0
2326,0
33880,0
25273,0
9569,0
6510,0
31321,1
36004,0
21641,0
22494,0
15150,0
43158,1
38350,0
18231,0
24320,0
8938,0
30085,0
34619,0
38070,0
5259,0
6315,0
7154,0
12812,0
24749,0
19977,0
39191,0
1937,0
18365,0
32670,0
25800,0
2872,0
1431,0
172,0
1571,0
11979,0
15360,0
18692,0
32349,1
38828,0
43700,1
11222,0
32056,0
18133,0
13083,1
7626,0
25909,1
43571,0
26209,0
3669,0
6765,0
26781,0
6583,0
9510,0
5884,0
12816,0
36251,0
43049,1
15756,0
3928,0
15687,0
14970,0
38584,0
36022,0
19454,0
32207,0
30776,0
5890,0
16634,0
39070,0
42115,0
12015,0
38957,0
19856,0
7378,0
2233,0
34292,0
41584,0
30101,0
19907,0
43961,1
3354,0
2167,0
43042,1
44689,1
5282,0
7326,0
24612,0
38464,1
36804,1
1804,0
34213,1
12323,1
29719,0
43174,1
31775,0
39283,0
9587,0
29053,0
3601,0
34132,0
31244,1
28647,0
14619,1
31372,1
37909,0
40139,1
22129,0
32345,0
43097,0
12112,0
5428,0
24492,0
18487,0
14447,0
9407,0
44479,0
34740,1
11708,0
29977,0
40653,1
35407,0
10744,0
44254,1
30758,0
35895,0
9124,0
8682,0
43939,0
23261,0
1125,0
17341,0
12834,0
16653,0
44045,0
22304,0
34677,0
22212,1
24010,0
20117,0
12399,0
13889,0
43251,1
40772,0
23181,1
28552,0
19608,0
13999,0
27127,0
29885,0
4504,0
1502,0
14677,0
15244,0
9819,0
34573,0
11735,1
23773,0
7965,0
10257,0
4608,0
26618,0
2217,0
22467,0
12240,0
16418,0
24172,1
21616,0
23201,0
34246,1
44013,1
16138,0
40909,0
31246,0
29108,0
4016,0
43644,0
11471,0
19554,0
30895,0
17946,0
38493,0
1564,0
34759,0
6862,0
38791,0
5375,0
6428,0
7444,0
6729,0
36064,0
26057,0
11831,0
39838,0
11251,1
8730,0
13913,1
41233,0
31648,0
7676,0
39970,1
22953,0
6588,0
31417,0
26292,0
3268,0
37564,0
22443,0
34531,0
16617,0
18344,0
36057,0
18961,0
41328,0
9877,0
1192,0
2099,0
19472,0
3077,0
40483,0
31358,1
13695,0
36476,0
9190,0
11697,0
33268,0
10941,0
3918,0
33297,0
19956,0
13973,0
37139,0
36363,0
10555,1
24187,0
23386,0
11906,0
12583,0
37026,0
35397,0
24121,0
13080,0
15683,0
16241,0
3104,0
1525,0
21247,0
34187,0
23436,0
11058,0
12637,0
7830,0
13663,0
23784,0
41669,0
14332,0
16490,0
27196,0
16119,0
9685,0
658,0
7623,0
11685,0
2139,0
41352,0
21187,0
43143,0
24606,0
27650,0
41992,1
6651,0
20873,0
38513,0
11514,0
36967,0
13149,0
17738,0
38311,1
27719,0
3641,0
11422,0
21125,1
4871,0
6155,0
41974,0
30038,0
37378,0
22628,0
32295,0
29911,0
40569,1
37183,0
36429,0
12403,0
14369,0
22712,0
26921,0
31571,0
32491,0
22013,0
32289,0
1533,0
14394,0
18538,0
13692,0
43023,1
31907,0
1222,0
43680,1
7646,0
12491,1
21603,0
37476,0
38483,1
6591,0
17653,0
15453,0
43830,0
37863,0
31305,1
7784,0
44221,0
42544,1
33705,0
45074,1
32646,0
27599,0
8622,0
12960,0
17174,0
12421,0
39021,0
17431,0
18253,0
25567,0
43634,0
2811,0
6058,0
28415,0
37686,0
18661,0
33968,1
6665,0
3340,0
22935,0
9636,0
28340,0
28439,0
552,0
25935,0
27808,0
37595,0
18181,0
7709,0
17212,0
33835,0
21831,0
38371,0
2710,0
10391,0
26297,0
4934,0
29503,0
30447,0
14020,0
34575,1
7923,0
42598,1
4774,0
31758,1
2018,0
14716,0
8914,0
2744,0
20524,0
40958,1
29572,0
8653,0
35838,0
10663,0
24905,0
3382,0
28702,0
44975,1
40258,1
43083,0
11965,0
40248,0
8861,0
40117,0
36605,0
15654,0
15835,0
28025,0
25431,0
440,0
5950,0
16924,0
30664,0
25472,0
801,0
36454,0
23193,0
39477,0
14272,0
6576,0
42674,1
12092,0
10682,0
42301,0
19923,0
2470,0
260,0
44903,1
5193,0
4785,0
35550,1
18524,0
835,0
5569,0
18005,1
32267,0
15701,0
11404,0
40073,0
16594,0
9711,0
13179,0
40409,0
37810,0
19140,0
41728,1
3082,0
16156,0
17098,0
44278,0
37633,0
9255,0
39324,0
17488,0
29965,0
13427,0
24063,0
34322,1
18019,0
17951,0
1453,0
15161,0
10898,0
18503,0
41942,1
32450,0
16385,0
32087,0
20826,0
5018,0
21426,0
12944,0
28193,0
17669,0
39026,0
36180,0
14930,0
10649,0
30302,0
39189,0
2412,0
40548,0
9944,0
36356,0
8893,0
31715,0
40351,0
17458,0
9410,0
16498,0
9831,0
35123,0
23086,0
43347,1
11516,0
10202,0
5641,0
25653,0
8521,0
21554,0
7342,0
38656,0
42689,0
9042,0
17316,0
36899,0
19912,0
27222,0
10831,0
44784,1
11483,0
38461,0
8549,0
39576,0
32781,0
41028,0
9379,0
24830,1
28473,0
13325,0
11505,0
4976,0
5365,0
5863,0
39755,0
34814,0
13753,0
31419,1
21639,0
21710,0
29480,0
41999,0
3790,0
32957,0
5961,0
21766,0
590,0
41305,0
4442,0
29948,0
34485,0
14157,0
5830,0
30028,0
40254,0
44398,1
33130,0
18860,0
1060,0
5545,0
41124,0
675,0
13288,0
43265,0
15264,0
40862,1
23389,0
32918,0
8787,1
30696,0
28961,0
5665,0
40089,0
12662,1
26463,0
3389,0
33802,1
38336,0
9800,0
20625,0
6244,0
41244,0
32186,0
10678,0
41467,0
34525,0
18945,0
28783,0
18847,0
30049,0
28999,0
32030,0
28604,0
10808,0
20459,0
19083,0
37634,0
32683,0
20779,0
8023,0
14813,0
42522,0
15723,0
9247,0
43411,1
35815,0
15468,0
32191,0
40617,1
41567,0
6462,0
26783,0
11453,0
9249,0
31027,1
25852,0
202,0
41600,0
18774,0
18356,0
469,0
18653,0
14401,0
19481,0
8015,0
9438,0
7821,1
40985,0
1369,0
35191,0
38687,0
1827,0
8924,0
36480,0
26157,0
31652,0
29787,0
43279,0
24819,0
44038,0
5370,0
33823,1
11116,0
40472,1
36492,0
33477,0
2556,0
29607,0
9381,1
43673,1
38521,0
18056,0
16221,0
22819,0
2332,0
39145,0
36675,0
43453,0
13355,0
20621,1
34959,0
3438,0
13721,1
23271,0
30797,0
31683,0
4609,0
32693,0
388,1
20400,1
39901,0
29436,0
42250,0
27053,0
349,0
29406,0
35848,0
1955,0
5503,0
35472,0
21558,0
23268,0
42620,1
15631,0
34121,0
6885,0
29765,0
13197,0
22550,0
41528,1
39664,0
15079,0
16344,0
13804,0
30459,0
42580,1
43363,1
35638,0
25423,0
24584,0
36996,0
30319,0
28081,0
33599,0
8127,0
12945,0
29604,0
32184,0
44909,0
39790,1
28167,0
28957,0
8852,0
32493,0
37408,0
10752,0
13852,0
15584,0
26238,0
34382,0
7557,0
36386,0
14723,0
4404,0
10934,0
16111,0
3896,0
20741,0
15549,0
44997,0
41524,0
40534,0
28800,0
17863,0
3436,0
8220,0
13321,0
20295,0
15464,1
30001,0
7492,0
33520,0
15404,0
37498,0
19695,0
44203,0
36595,1
34846,0
44087,1
18397,0
33534,0
1000,0
20610,0
9542,0
28740,0
29340,0
26054,0
15459,0
37711,1
39347,0
11391,0
4564,0
7827,0
43976,0
9837,0
24598,0
6376,0
6130,0
18855,0
21430,0
1555,0
39300,0
30951,0
43400,1
10138,0
28346,0
22781,0
4318,0
257,0
30397,0
14115,0
34088,0
31668,0
30256,0
15437,0
36369,0
14488,0
34102,0
3339,0
36907,1
42891,1
23824,0
13407,0
31631,0
23109,0
11969,0
39323,0
28138,0
1548,0
24853,0
9996,0
12127,0
42067,1
15355,0
25510,0
35,0
20196,0
6234,0
24310,0
5296,0
10079,0
44220,0
2003,0
8333,0
22005,0
31282,1
12859,0
6577,0
14605,0
30650,0
13023,0
35749,0
13774,0
39693,0
27497,0
17532,0
10042,0
32078,0
32139,0
25951,0
33031,0
8957,0
811,0
24451,0
2454,0
40036,1
5958,0
15145,0
22457,0
20767,0
19994,1
10293,0
33550,0
12007,0
32595,0
24914,0
8850,0
28994,1
9923,0
1419,0
8562,0
27908,0
38281,0
18473,0
22286,0
21634,0
36031,0
4913,0
2661,0
6348,0
20786,0
33311,0
32718,0
3838,0
35563,0
20760,0
36543,0
39816,1
30315,0
9339,0
39425,0
11960,0
24362,0
8019,0
35586,0
33876,1
25373,0
37425,0
18626,0
9611,0
37926,0
36245,0
19215,0
32464,0
18942,0
17928,0
13456,0
31212,0
21544,0
38246,0
2969,0
22149,0
572,0
11626,0
33410,0
44360,0
20229,0
13805,0
7553,0
34706,0
11857,0
29957,0
11860,0
21947,0
1371,0
12471,0
10133,0
31444,0
17570,0
27747,0
6269,0
25113,0
26520,0
6689,0
1486,0
22835,0
40654,0
39443,0
5837,0
6871,0
20112,0
30083,0
30239,0
30805,0
23396,0
25493,0
37897,0
21975,0
37405,0
24642,0
35528,0
18698,0
42790,1
35725,0
23887,0
20045,0
21664,0
21323,0
25617,0
19484,0
44812,0
43579,1
8308,0
10968,0
28063,0
23127,0
177,0
30009,0
42854,0
1594,0
538,0
39528,0
25608,0
5339,0
1580,0
43967,1
35028,0
22279,0
23345,0
40591,0
36810,0
43907,1
18634,0
1625,0
1658,0
8411,0
6889,0
763,0
38632,0
22084,0
25296,0
35511,0
3602,0
438,0
33112,0
31836,0
14808,0
11964,0
31564,0
4782,0
19260,0
12976,0
4230,0
32707,0
35426,0
37318,0
27564,0
44668,0
37739,0
43034,1
22979,0
5104,0
19387,0
24541,0
28220,1
17201,0
20957,0
39657,0
11761,0
12332,0
18472,0
40170,1
38058,0
10164,1
9060,0
207,0
19712,0
37852,0
19443,1
10956,0
19458,0
18222,0
23933,0
27710,0
19413,0
32919,0
13750,0
23993,0
32717,0
401,0
25680,0
21384,0
3061,0
10459,0
25449,0
36065,0
22191,0
24312,0
21065,0
13428,0
34465,0
31317,1
35413,0
18330,0
30056,0
15813,0
5620,0
32884,0
40246,0
35353,0
26751,0
18739,0
23235,0
13312,0
18953,0
35111,0
2015,0
40733,1
9700,0
23674,0
32376,0
5904,0
15567,0
17467,0
16762,1
43868,1
24410,0
10193,0
41492,1
21717,0
35789,0
14707,0
20303,0
35728,0
33755,1
6506,0
35425,0
31278,1
20307,0
30565,0
4589,0
33577,0
37885,0
39201,0
7049,0
40134,0
29676,0
34768,1
11917,0
8108,0
12725,0
33161,0
16753,0
39644,0
7270,0
34408,0
27268,0
21181,0
20331,1
13209,0
40229,0
22950,0
33555,0
1017,0
42401,0
34698,0
44305,0
14522,0
40075,0
34795,0
3796,0
35211,0
35670,0
4867,0
8171,0
41168,1
11778,0
13398,0
40376,0
38498,0
14279,0
11239,0
30127,0
8256,0
7045,0
34682,0
27508,0
34551,0
15514,0
22291,0
35351,0
10972,0
34338,0
7574,0
2021,0
10210,0
11801,0
24467,0
13085,0
37027,0
7773,0
12223,0
43040,1
2964,0
40627,0
30572,0
17386,0
2173,0
15281,0
1889,0
25266,0
17681,0
8336,0
38859,0
28980,0
29056,0
21167,0
38966,0
41062,1
42449,1
16006,0
44141,1
13311,0
19243,1
15049,0
9097,0
28472,0
15803,0
12624,0
30997,0
25154,0
7449,0
8195,0
41430,0
5926,0
783,0
15131,0
40950,0
31837,1
5221,0
23520,0
3759,0
18216,1
21981,0
32907,0
11418,0
13531,0
15972,0
41645,0
26864,0
37738,0
42574,0
19008,0
29554,0
37005,0
5161,0
109,0
34337,1
23279,0
44481,0
14126,0
30450,0
7927,0
29649,0
1358,0
42821,1
350,0
35677,0
15858,1
22874,0
34957,0
37200,0
19627,0
13215,0
36598,0
9959,0
2191,0
2375,0
5163,0
37780,1
39351,1
33559,0
14372,0
28780,0
19515,0
21160,0
30801,0
31761,0
32009,0
8744,1
7520,0
9529,0
44817,1
7688,0
6926,0
38704,0
40731,1
14451,0
33118,0
38292,0
19059,0
26939,0
1877,0
38758,0
21046,0
38102,0
42565,1
9653,0
45153,0
23516,0
29990,0
22240,0
44539,1
34459,0
44639,0
32994,0
25482,0
30527,0
33370,0
1705,0
6666,0
34608,0
9577,0
6216,0
42562,0
5198,0
44320,1
43425,1
8890,0
30671,0
18108,0
6273,0
13842,0
15967,0
20276,0
8088,0
6454,0
3516,0
3434,0
24105,0
33906,0
20404,0
6347,0
32138,0
8755,1
24655,0
34646,0
44938,0
32512,0
31206,1
41770,1
28986,0
16180,0
26263,0
7964,0
25686,0
19145,0
28872,0
17704,0
18811,1
6685,0
42293,0
19675,0
28757,0
2874,0
1095,0
40585,0
40332,0
16150,0
33717,1
6959,0
17471,0
21494,0
14243,0
11990,0
34656,0
41196,0
30731,0
9823,0
36973,0
9570,0
14919,0
14848,1
37605,0
38366,0
28034,0
41138,0
22668,0
14083,0
24673,0
38209,0
27042,0
23416,0
13404,0
1004,0
11689,0
20590,0
14753,0
6997,0
33677,0
20395,0
872,0
34094,1
26288,0
11654,0
14654,0
40651,1
34764,0
18280,0
14191,0
21679,0
8532,0
4223,0
4667,0
7161,0
40904,1
30451,0
40802,0
16531,0
27284,0
16578,0
23139,0
15297,0
31461,0
37693,0
8439,0
33953,1
1468,0
22851,0
14114,0
20951,0
23342,0
34820,0
36532,0
988,0
30342,0
27549,0
27116,0
3681,1
33937,1
16456,0
42344,0
12807,0
5839,0
5695,0
3249,0
39479,0
16108,0
3595,0
17177,0
23007,0
8846,0
41179,0
42614,0
35148,0
22336,0
6426,0
2058,0
29963,0
1107,0
35869,0
42505,0
24482,0
42306,0
43234,0
17740,0
6191,0
1031,0
22549,0
5385,0
37984,0
9746,0
5128,0
27301,0
34905,0
44116,0
26412,0
44388,0
1081,0
2608,0
4535,0
30734,0
15757,0
31795,0
22048,0
16305,0
37446,0
28175,0
1640,0
8239,0
34024,1
31792,0
38794,0
16404,0
36304,0
37720,0
13111,1
19127,0
14632,0
34057,0
8318,0
16755,0
1189,0
14190,0
9297,0
35188,0
10449,0
3763,0
42881,0
41487,1
24025,0
12882,1
24520,0
26907,0
43033,1
7148,0
29898,1
14458,0
23286,0
15484,0
41629,0
20023,1
4801,0
252,0
23078,0
5072,0
1986,0
39809,0
14638,1
14864,0
6172,0
22173,0
37071,0
3231,0
21280,0
41795,1
21938,0
40482,0
15293,0
19605,0
23113,0
5550,0
7431,0
16612,0
17381,0
14976,0
40725,0
5310,0
6198,0
14006,0
17107,0
23512,0
9555,0
45179,0
32948,0
11623,0
31386,1
23827,0
8707,0
27723,0
643,0
28717,0
40062,0
33571,0
39727,0
22089,0
40656,1
41803,0
14155,1
7655,0
19792,0
39497,0
1048,0
22325,0
15296,0
28312,0
36738,0
6808,0
14673,0
36087,1
43681,0
21668,0
35559,1
17527,0
37641,0
42549,0
1760,0
5392,0
37296,0
42102,0
32448,0
33493,1
20422,0
3787,0
3886,0
16281,0
19823,1
9532,0
32117,1
421,0
34553,0
35073,0
27501,0
30123,0
33227,0
25041,0
4517,0
1856,0
38542,0
24745,0
1482,0
43367,0
12152,0
27387,0
18648,0
42366,1
11470,1
29004,0
44470,1
17117,0
7606,0
36066,0
25451,0
3453,0
6867,0
24769,0
26127,0
25626,0
36006,0
11572,0
12758,1
31347,0
18068,1
14160,1
7035,0
41532,1
21002,0
20961,0
36154,0
29628,0
34909,0
34753,0
8062,0
7321,0
12185,0
9702,0
28177,0
34483,1
7639,0
13180,0
39018,0
2769,0
10999,0
31340,0
5928,0
27904,0
22455,0
4170,0
9915,0
34455,0
7700,0
4865,0
29344,0
16960,1
220,0
6671,0
21852,0
37,0
35975,0
39052,0
17240,0
14365,0
24022,0
11951,0
26071,0
15471,0
28327,0
36537,0
18969,0
32633,0
26853,0
36223,0
1861,0
22711,0
45001,0
22303,0
8494,0
29076,0
38269,0
40404,1
16474,0
27749,0
31545,0
10774,0
18203,0
1938,0
25676,0
19048,0
11973,0
8969,0
37280,0
29370,0
38765,1
22840,1
8370,0
36335,0
14902,1
36723,0
21590,0
35669,0
7582,0
28306,0
2315,0
44625,0
40583,1
23922,0
31710,0
17878,1
19573,0
9765,0
14548,0
23522,0
3130,0
23142,0
9855,0
31582,0
1643,0
499,0
40454,0
41418,1
37087,0
43113,1
28285,0
43699,1
41112,0
30878,0
19017,0
40628,0
32808,0
39306,0
33226,0
483,0
28835,0
17996,0
29514,0
12828,0
33895,0
23952,0
16533,0
14441,0
5315,0
26910,0
23089,0
26118,0
18586,0
30311,0
27020,0
9427,0
12157,0
5911,0
17142,0
35932,0
37150,0
28941,1
330,0
4301,0
37754,0
9857,0
5563,0
24259,0
2819,0
6365,0
39281,0
40092,0
40962,0
693,0
1133,0
36403,0
23484,0
24518,0
20924,0
26085,0
2731,0
23149,1
35903,0
24443,0
36749,0
5758,0
44960,1
